name,type,latitude,longitude,address,phone,owner,rating,image,description
台科學餐,學餐,25.013330675403058,121.54055377729,106台北市大安區基隆路四段43號,227333141,台科大,3.0,"76a31975-55aa-4749-bd23-435055befb0f.jpg,e9cbbfb4-083c-44bf-ac8a-d57371effb33.png",國立台灣科技大學是一所位於台灣台北市的公立大學。 台灣科技大學成立於 1974 年，前身為國立台灣理工學院，是台灣科技大學教育系統中第一所也是領先的高等教育機構。台科大與國立台灣大學、國立台灣師範大學組成學術聯盟，名為國立台灣大學系統。此外，台科大的國際碩士和博士生數量為台灣最多。
